PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
7059_01,0,1,4789,2,52,0,0,0,0,0,0,4452,1
7060_01,0,0,4791,2,35,0,2224,458,105,1,0,2405,0
7061_01,0,0,4793,2,16,0,4,1666,0,35,40,1601,1
7062_01,0,0,2855,2,21,0,0,13,0,720,170,1041,0
7068_01,0,0,2699,1,45,0,0,0,0,0,595,4074,0
7069_01,0,0,1947,2,22,0,0,125,0,663,0,414,0
7069_02,0,1,4795,0,29,0,0,0,0,0,0,2879,0
7069_03,0,0,4795,2,0,0,0,0,0,0,0,2812,1
7071_01,0,0,4798,1,63,0,526,2,0,0,0,8323,0
7072_01,0,0,2700,1,56,0,1,2,0,102,305,4557,0
7073_01,0,1,4800,2,40,0,0,0,0,0,305,3366,1
7074_01,0,1,4801,2,1,0,0,0,0,0,0,4899,1
7074_02,0,0,2701,2,24,0,0,458,3,797,5,7917,0
7077_01,0,0,2702,2,36,0,21,0,844,0,0,4013,0
7078_01,0,0,4803,2,13,0,244,0,100,423,14,3715,0
7079_01,0,0,2703,0,13,0,0,722,0,37,8,8051,0
7080_01,0,1,4766,0,37,0,0,0,0,0,0,4438,1
7082_01,0,0,1948,2,44,0,143,47,0,717,87,1051,0
7083_01,1,1,848,2,32,0,0,0,0,0,0,1128,1
7083_02,1,0,848,0,57,0,0,0,0,0,0,5623,1
7084_01,0,0,2704,0,26,0,0,158,0,0,912,2959,0
7085_01,2,0,2857,2,62,0,453,1,1911,0,0,7262,0
7085_02,2,1,2857,0,2,0,0,0,0,0,0,4736,1
7085_03,2,1,2857,2,1,0,0,0,0,0,0,4825,1
7086_01,0,0,2859,2,24,0,590,0,1,168,16,4519,0
7087_01,0,1,4767,2,1,0,0,0,0,0,0,2214,1
7088_01,0,0,2861,2,63,0,0,742,0,125,3,6714,0
7089_01,1,0,1205,2,20,0,1040,2487,0,174,182,639,1
7090_01,0,0,2862,2,15,0,0,610,267,311,0,6869,0
7091_01,0,1,4769,2,32,0,0,0,0,0,0,1568,1
7092_01,0,0,2865,2,24,0,61,397,185,1,0,6827,1
7093_01,0,1,4771,2,32,0,0,0,0,0,0,628,0
7094_01,1,0,1920,2,36,0,10,2478,2080,19,328,6360,1
7095_01,0,1,4773,1,13,0,0,0,0,0,0,5974,1
7096_01,1,1,851,2,29,0,0,0,0,0,0,6004,1
7096_02,1,0,851,2,27,0,0,14,0,0,2325,7524,0
7096_03,1,1,851,2,30,0,0,0,0,0,0,808,1
7097_01,1,0,111,0,27,0,0,44,4761,5,41,443,1
7097_02,1,0,111,2,14,0,0,3124,40,219,189,4774,0
7097_03,1,0,111,2,32,1,527,1863,0,417,2905,3325,0
7097_04,1,0,111,0,33,1,0,16,12,2349,12,7361,0
7098_01,0,0,2706,2,35,0,3,0,651,0,78,4373,1
7099_01,0,0,2867,0,21,0,301,458,19,0,0,2663,0
7104_01,0,0,796,2,57,0,906,22,0,8293,391,7518,0
7104_02,1,0,796,2,42,0,159,4387,2,3,485,150,1
7105_01,0,0,2870,0,20,0,0,6,552,20,0,4012,1
7106_01,2,1,2707,2,18,0,0,0,0,0,0,6029,1
7109_01,1,0,413,0,49,0,0,7683,0,13016,0,3467,0
7110_01,0,0,2709,1,23,0,0,3,0,0,546,5187,0
7111_01,2,0,2710,2,24,0,1058,0,0,280,0,6327,0
7113_01,0,0,2713,2,24,0,0,0,0,0,757,4761,0
7113_02,0,0,2713,0,23,0,9,1,0,492,109,4111,1
7114_01,0,0,2715,2,24,0,0,489,21,0,184,1436,0
7116_01,0,1,4776,1,26,0,0,0,0,0,0,356,0
7117_01,1,1,362,0,28,0,0,0,0,0,0,137,1
7118_01,0,0,2871,1,17,0,0,1381,2,0,0,4346,0
7119_01,0,0,2872,2,20,0,415,479,0,1019,239,1190,0
7120_01,0,0,2717,2,22,0,0,0,0,0,1201,4368,0
7121_01,1,1,415,0,23,0,0,0,0,0,0,304,1
7121_02,1,1,415,0,22,0,0,0,0,0,0,6392,1
7126_01,0,0,2721,2,29,0,3,0,664,683,34,4097,0
7127_01,1,0,364,2,29,0,0,4155,0,1368,42,2313,0
7127_02,1,1,364,2,31,0,0,0,174,0,0,6057,1
7128_01,1,0,365,0,37,0,1,4462,1,9206,3,5637,0
7128_02,1,0,365,0,44,0,0,4322,3,153,52,6524,1
7128_03,1,0,365,0,34,0,0,2612,1,131,2714,6303,0
7132_01,0,0,4804,0,23,0,602,0,0,0,24,2087,0
7133_01,0,0,2722,2,18,0,457,0,11,335,0,7457,0
7134_01,0,1,4779,1,18,0,0,0,0,0,0,3770,1
7137_01,0,0,2875,2,23,0,225,134,482,311,27,3176,0
7140_01,0,0,2725,2,18,0,0,10,0,0,738,5986,0
7142_01,2,0,1950,2,22,0,0,0,1128,0,45,5753,0
7142_02,2,0,1950,2,10,0,0,0,0,0,0,3315,1
7142_03,2,1,1950,2,29,0,0,0,0,0,0,6188,0
7143_01,2,0,2727,2,31,0,907,0,437,2,0,5109,0
7144_01,0,1,4783,2,48,0,0,0,0,0,0,3760,0
7148_01,1,0,129,0,51,1,0,287,0,1442,66,6473,1
7149_01,2,1,2878,1,25,0,0,0,0,0,0,1828,1
7151_01,2,0,1925,2,32,0,288,0,592,670,40,7807,0
7152_01,0,0,4807,2,8,0,0,0,0,0,0,2265,1
7152_02,0,1,4807,1,49,0,0,0,0,0,0,6733,1
7155_01,0,0,2730,1,28,0,0,0,0,669,16,7887,0
7156_01,2,0,1952,2,3,0,0,0,0,0,0,4971,1
7156_02,2,0,1952,2,29,0,0,0,0,0,0,6580,1
7156_03,2,1,1952,2,31,0,0,0,0,0,0,6274,1
7156_04,2,0,1952,2,11,0,0,0,0,0,0,5455,1
7157_01,2,1,6156,2,27,0,0,0,0,0,0,7926,1
7157_02,2,0,1207,2,33,0,1631,0,754,0,0,7558,0
7159_01,1,1,854,1,32,0,0,0,0,0,0,408,1
7160_01,0,1,4785,2,20,0,0,0,0,0,0,6199,1
7161_01,1,0,1954,2,33,0,0,3624,0,1537,498,6941,0
7162_01,0,0,2880,2,65,0,43,21,22,50,731,1195,0
7165_01,2,1,2732,2,18,0,0,0,0,0,0,3653,1
7166_01,2,0,2734,2,19,0,862,0,5,2032,0,1794,0
7167_01,1,0,418,0,33,0,0,3676,0,1743,1,2482,1
7168_01,0,0,4809,2,29,0,0,11,793,0,84,2440,1
7170_01,0,1,4788,1,31,0,0,0,0,0,0,3813,0
7171_01,0,1,4790,2,37,0,0,0,0,0,0,7242,1
7173_01,0,1,4792,1,19,0,0,0,0,0,0,1837,1
7175_01,0,0,2882,2,18,0,0,0,773,0,4,5143,0
7176_01,1,1,803,0,47,0,0,0,0,0,0,1574,1
7176_02,1,0,803,2,26,0,0,6050,0,662,920,4731,0
7176_03,1,0,803,2,25,0,0,3590,0,27,0,6810,1
7177_01,0,0,2737,2,38,0,102,12,14,669,0,2041,0
7179_01,0,0,1928,2,53,0,3,2251,0,95,12,2209,1
7180_01,0,0,1957,2,38,0,0,338,0,453,0,7475,0
7181_01,2,1,2885,2,28,0,0,0,174,0,0,7924,1
7182_01,0,0,6156,2,46,0,438,283,944,0,355,4147,0
7184_01,0,0,4813,2,18,0,3,688,0,0,23,2793,1
7186_01,1,1,1930,2,14,0,0,0,0,0,0,801,1
7186_02,1,0,1930,2,32,0,0,1369,29,662,22,380,0
7186_03,1,0,1930,2,44,0,0,0,16,72,4304,8192,0
7187_01,0,1,4794,1,28,0,0,0,0,0,0,86,1
7188_01,1,0,804,2,2,0,0,0,0,0,0,5784,1
7188_02,1,0,804,2,28,0,0,2896,46,5248,8169,7510,0
7188_03,1,1,804,2,27,1,0,0,0,0,0,3674,1
7189_01,1,1,805,2,29,0,0,0,0,0,0,872,1
7190_01,0,1,4815,0,14,0,0,0,0,311,0,4978,1
7191_01,0,0,2890,2,14,0,0,0,766,0,0,8235,0
7192_01,0,1,4816,2,17,0,0,0,0,0,0,3253,1
7193_01,0,0,2739,2,35,0,150,0,96,638,0,7976,1
7194_01,0,0,2740,2,36,0,0,129,0,177,444,6514,0
7197_01,2,0,2742,2,51,0,106,1942,115,311,0,3498,0
7199_01,0,0,4818,2,54,0,1,0,109,311,1,4948,0
7200_01,1,0,856,2,37,0,300,3434,0,1,171,181,1
7202_01,0,0,1932,2,37,0,541,38,713,316,0,4019,0
7203_01,0,0,1934,2,24,0,1,194,0,0,632,4464,1
7205_01,2,0,2745,2,29,0,1030,0,158,0,28,1683,0
7206_01,0,0,2747,2,38,0,622,1319,42,1,444,2182,0
7207_01,0,1,4797,2,28,0,0,0,0,0,0,5205,1
7208_01,0,0,4799,2,0,0,0,0,0,0,0,5905,1
7208_02,0,0,2893,2,16,0,23,479,0,0,373,239,0
7210_01,0,0,2894,2,25,0,0,0,879,0,0,4436,0
7214_01,0,0,2749,0,22,0,30,0,690,41,0,6980,1
7215_01,2,1,2896,2,24,0,0,0,0,0,0,6925,1
7216_01,0,0,1936,1,37,0,501,0,179,1,0,3308,1
7217_01,2,0,2898,2,21,0,21,0,874,226,0,1210,1
7218_01,1,0,419,2,53,0,0,0,0,0,0,1271,1
7219_01,1,0,807,2,0,0,0,0,0,0,0,7485,1
7219_02,1,1,807,2,2,0,0,0,0,0,0,6234,0
7219_03,1,1,807,2,64,0,0,0,0,0,0,2328,1
7219_04,1,0,6156,2,24,0,0,2921,5,795,3155,836,0
7219_05,1,1,807,2,40,0,0,0,0,0,0,516,1
7219_06,1,0,807,2,32,0,0,163,0,6953,50,4091,0
7221_01,1,0,367,0,54,1,0,316,1,2038,388,7371,0
7224_01,0,1,4819,2,30,0,0,0,0,0,0,2945,1
7225_01,1,0,114,0,37,0,0,1379,130,1488,75,3752,0
7226_01,2,0,1962,2,20,0,3191,0,211,21,117,5817,0
7227_01,2,0,2901,2,22,0,741,0,1028,0,0,8286,0
7229_01,0,0,2751,1,57,0,0,1,0,664,19,3235,0
7230_01,0,1,4820,2,34,0,0,0,0,0,0,7844,1
7232_01,1,0,370,2,51,0,0,980,273,2775,419,868,0
7233_01,2,1,1938,2,47,0,0,0,0,0,0,1834,0
7234_01,0,0,4802,2,22,0,593,34,0,0,0,606,0
7235_01,1,0,371,2,36,0,0,1606,511,89,2220,1708,0
7236_01,0,1,6156,2,16,0,0,0,0,0,0,55,1
7238_01,2,0,2903,2,60,0,180,0,414,1181,0,7826,0
7240_01,2,0,2752,2,39,0,197,0,2401,0,0,6038,1
7240_02,2,0,2752,2,18,0,49,0,2885,1,0,7382,1
7242_01,1,1,421,0,30,0,0,0,0,0,0,2871,1
7246_01,2,0,2755,2,45,0,1781,0,17,0,23,6190,0
7247_01,0,0,2757,2,30,0,0,0,0,0,1150,1757,0
7249_01,0,0,1963,2,21,0,1046,1,0,1,0,6318,0
7249_02,2,0,2759,2,0,0,0,0,0,0,0,4309,1
7250_01,2,0,2908,0,51,0,40,716,1907,0,0,6313,1
7252_01,2,0,1940,2,22,0,100,0,1050,0,23,2299,0
7253_01,1,0,1217,2,26,0,0,896,0,690,1,131,1
7255_01,0,0,4805,2,10,0,0,0,0,0,0,8016,0
7256_01,0,0,1965,2,21,0,42,606,1,38,100,5210,0
7257_01,0,1,4806,0,14,0,0,0,0,0,0,6598,1
7257_02,0,0,1942,2,29,0,0,1,12,0,779,3551,0
7258_01,0,0,2910,2,43,0,473,1390,0,0,0,414,1
7259_01,0,0,2912,1,22,0,28,194,2,0,370,7300,1
7260_01,0,0,2760,2,22,0,401,0,196,0,126,7178,0
7261_01,0,1,4808,1,23,0,0,0,0,0,0,6617,1
7267_01,1,1,858,2,25,0,0,0,0,0,0,7502,1
7267_02,1,0,858,2,35,0,0,0,0,0,0,1694,1
7268_01,0,0,1944,2,30,0,0,0,0,27,764,4574,0
7270_01,0,1,4812,2,37,0,0,0,0,0,0,3895,1
7271_01,0,0,4814,0,21,0,61,201,222,161,60,414,0
7273_01,0,0,4826,0,36,0,207,0,450,94,0,4174,1
7274_01,0,0,2916,2,13,0,305,582,12,19,0,5092,0
7276_01,0,0,2918,0,22,0,0,642,0,52,0,1196,0
7277_01,0,1,4828,2,36,0,0,0,174,0,0,5897,1
7278_01,0,0,1967,2,17,0,225,188,795,0,0,2238,1
7279_01,1,1,809,0,38,0,0,0,0,0,0,3676,1
7280_01,2,0,2920,2,34,0,5959,0,3,0,0,6287,0
7283_01,2,0,2922,2,20,0,0,0,0,0,0,8108,1
7284_01,0,0,4817,2,17,0,225,647,49,74,0,6534,0
7285_01,0,1,4830,1,36,0,0,0,0,0,0,3094,1
7289_01,1,0,116,0,52,0,360,1314,8,641,66,5863,1
7290_01,1,1,1219,0,32,0,0,0,0,0,0,1687,1
7290_02,1,1,1219,0,35,0,0,0,0,0,0,414,1
7290_03,1,1,1219,0,29,0,0,0,0,0,0,852,1
7290_04,1,0,1219,2,36,0,83,1186,0,2160,736,448,0
7290_05,1,0,1219,2,36,0,31,3585,31,1400,0,7353,0
7292_01,2,0,1210,0,21,0,225,0,0,1,378,7094,0
7296_01,2,0,1221,2,33,0,627,0,171,254,130,6323,0
7297_01,0,0,4832,2,40,0,678,0,229,0,0,414,0
7298_01,0,0,2925,2,24,0,185,0,478,29,0,1197,1
7300_01,0,0,4833,2,35,0,0,0,885,0,0,4359,1
7301_01,2,1,2926,2,29,0,0,0,0,0,0,3122,1
7302_01,2,0,1969,2,33,0,728,0,285,0,0,6643,0
7303_01,0,0,1971,2,51,0,3,33,12,38,896,5057,0
7304_01,2,1,2927,2,10,0,0,0,0,0,0,4308,1
7305_01,0,1,4837,2,41,0,0,0,0,0,0,4626,1
7306_01,0,0,1946,0,26,0,1,0,0,0,718,7781,1
7307_01,0,0,2771,2,39,0,19,102,0,678,0,7990,0
7309_01,2,0,2929,2,14,0,738,5,297,0,0,953,0
7310_01,2,0,1223,2,28,0,1059,0,6,117,0,7753,0
7311_01,0,0,2931,2,18,0,0,949,0,0,0,8342,0
7313_01,2,0,1228,2,41,0,2754,398,21,0,0,1898,0
7314_01,1,0,810,2,33,0,0,0,0,311,0,210,1
7320_01,0,0,2933,2,26,0,814,0,29,16,181,7838,0
7321_01,2,1,2935,2,31,0,0,458,0,0,0,6099,1
7322_01,0,0,2774,2,63,0,0,0,424,0,2027,7547,0
7323_01,0,0,2776,2,30,0,0,0,547,311,423,7572,0
7324_01,1,0,812,2,27,0,15,2886,0,249,71,8260,1
7326_01,0,0,2936,2,47,0,2916,0,14,63,0,3089,0
7327_01,2,0,2938,2,37,0,1413,0,584,3,0,1211,1
7328_01,0,0,2779,2,14,0,399,22,458,506,187,83,0
7330_01,0,0,861,2,27,0,0,63,8,129,2960,6007,0
7331_01,2,0,1229,2,61,0,1711,0,0,0,8,5785,0
7332_01,0,0,1973,2,39,0,2,0,0,2,787,8040,0
7334_01,0,0,1977,2,22,0,0,0,787,1,305,2880,0
7336_01,0,0,2781,2,30,0,2,0,5,1,962,2281,0
7336_02,0,0,2781,2,26,0,0,0,902,0,0,7472,0
7337_01,1,0,132,2,25,0,0,115,0,1823,4041,6494,0
7338_01,2,0,1231,2,42,0,1318,0,1386,311,305,4526,0
7339_01,1,0,1949,2,33,0,0,2107,0,15586,473,90,0
7340_01,1,0,1951,2,60,0,0,307,0,484,1967,3328,0
7341_01,0,1,4839,0,16,0,0,0,0,0,0,1335,1
7342_01,0,0,4821,2,50,0,0,185,0,1,558,7307,1
7343_01,0,0,2783,2,22,0,0,0,1,95,605,7900,0
7344_01,0,0,2784,1,15,0,0,0,9,0,952,3994,0
7346_01,2,0,1953,2,27,0,0,0,0,0,305,8082,0
7347_01,0,0,4822,0,58,0,0,435,2,0,239,5899,0
7350_01,0,1,4841,2,48,0,0,458,0,0,0,7281,1
7351_01,1,1,1212,0,36,0,0,0,0,311,0,7367,1
7353_01,1,0,862,2,60,0,0,3435,0,5458,10,3445,0
7353_02,1,1,862,2,46,0,0,0,0,0,0,7368,1
7353_03,1,0,6156,2,58,0,0,1386,2,128,2577,869,1
7356_01,0,1,4824,2,40,0,0,0,0,0,0,2690,0
7356_02,0,1,4824,2,3,0,0,0,0,311,0,3863,1
7358_01,0,0,2941,0,23,0,3,0,2,61,634,4867,0
7359_01,0,0,1978,1,21,0,0,434,0,75,135,2694,1
7360_01,0,1,4844,0,29,0,0,0,0,0,0,1719,1
7361_01,1,1,814,0,23,0,0,0,0,0,0,3322,1
7361_02,1,1,814,0,41,0,0,0,0,0,0,3271,1
7365_01,0,0,4825,2,20,0,0,802,0,16,0,4105,0
7366_01,0,0,4827,2,24,0,821,0,0,68,0,3200,0
7367_01,2,0,1232,2,21,0,2611,0,103,4,0,4959,0
7367_02,2,0,2943,2,55,0,1236,0,52,0,0,5476,0
7370_01,0,0,2945,2,21,0,0,70,2,0,486,3111,0
7371_01,0,1,4829,0,42,0,0,0,0,0,0,2076,1
7372_01,0,0,2946,2,40,0,2,147,0,1695,1147,4900,0
7374_01,2,1,2947,2,30,0,0,458,0,0,0,678,1
7376_01,1,1,1955,2,26,0,0,0,0,0,0,5949,1
7377_01,0,1,4831,1,43,0,0,0,0,0,0,2891,0
7379_01,0,0,2787,2,20,0,9,0,1540,0,0,602,0
7385_01,0,0,2789,1,19,0,40,0,77,572,0,1913,0
7387_01,1,0,817,2,40,0,0,3508,761,12,32,6051,1
7388_01,0,1,4847,1,17,0,0,0,0,0,0,7299,1
7390_01,0,0,4836,2,62,0,240,0,0,586,10,4082,0
7391_01,0,1,4838,2,32,0,0,0,0,311,0,4479,0
7392_01,0,1,4840,2,37,0,0,0,0,0,0,3069,0
7393_01,0,0,1956,2,40,0,0,0,0,7,782,1907,0
7394_01,0,0,4842,0,25,0,0,653,21,0,0,4058,0
7395_01,1,1,424,0,17,0,0,0,0,0,0,6935,1
7395_02,1,1,424,2,46,0,0,0,0,0,0,6918,1
7395_03,1,0,424,2,38,0,4,5974,0,3682,197,257,0
7395_04,1,0,424,0,43,1,0,486,0,0,2470,1121,0
7396_01,1,0,865,0,28,0,6,3392,3944,987,0,8452,1
7396_02,1,1,865,2,31,1,0,0,0,0,0,5780,1
7396_03,1,1,865,1,35,0,0,0,0,0,0,2643,1
7398_01,0,0,2952,2,19,0,105,271,1,377,17,4444,1
7399_01,0,0,2791,2,24,0,0,0,217,0,544,6871,0
7401_01,2,0,1958,0,20,0,0,0,174,0,0,2305,0
7402_01,1,0,866,2,16,0,0,1417,3,27,186,8330,1
7402_02,1,1,866,0,45,0,0,0,0,0,0,5534,1
7403_01,0,0,4843,2,19,0,294,79,536,0,0,1667,0
7405_01,0,0,2793,2,23,0,0,1089,311,0,0,3815,1
7406_01,0,0,4845,2,19,0,0,78,801,0,7,7479,0
7408_01,2,0,2797,2,32,0,193,458,1116,0,0,6293,0
7410_01,0,0,4852,2,41,0,85,804,0,0,0,4170,1
7411_01,0,0,2955,2,30,0,1110,0,439,5,0,6439,0
7416_01,1,0,426,0,41,0,0,10049,214,5287,1845,825,0
7418_01,2,0,2957,2,7,0,0,0,0,0,0,670,1
7419_01,0,0,4846,2,39,0,1,875,0,6,0,6419,1
7419_02,0,0,2959,2,47,0,0,61,805,0,6,4906,1
7422_01,0,0,4856,2,21,0,550,0,61,4,5,7081,0
7425_01,0,1,4851,2,29,0,0,0,0,0,305,5582,1
7425_02,0,0,4851,2,19,0,879,0,0,10,0,8309,0
7427_01,2,0,2800,2,50,0,0,0,0,0,0,6446,1
7428_01,1,0,117,2,28,0,0,132,4,1915,0,4050,0
7429_01,2,0,6156,2,38,0,1126,0,23,34,0,2048,0
7430_01,0,0,4858,1,24,0,549,3,201,0,0,4080,0
7431_01,1,0,136,0,31,0,225,2954,0,170,756,442,0
7432_01,1,1,1961,2,38,0,0,0,0,0,0,87,1
7435_01,1,1,374,0,26,0,0,0,0,0,0,691,1
7436_01,0,0,4853,2,28,0,0,0,0,0,0,4946,0
7437_01,1,1,428,0,45,0,0,0,0,0,0,5538,1
7437_02,1,1,428,2,47,0,0,0,0,0,0,4748,1
7437_03,1,1,428,2,60,0,0,0,0,0,0,6781,1
7438_01,0,0,1964,0,42,0,0,279,30,409,0,3234,1
7442_01,0,0,1981,2,43,0,20,0,726,311,0,660,0
7442_02,0,1,6156,1,17,0,0,0,0,0,0,3104,0
7444_01,0,1,4854,2,17,0,0,0,174,0,0,4682,0
7445_01,0,1,4861,2,20,0,0,0,0,0,0,1927,0
7446_01,0,0,4855,2,18,0,960,672,0,0,168,5273,0
7447_01,2,0,2964,2,24,0,225,0,299,814,0,1684,0
7448_01,0,0,2967,0,25,0,244,0,40,294,124,5007,0
7449_01,0,0,2969,1,20,0,120,321,0,932,175,5078,0
7450_01,0,0,4857,2,23,0,509,0,193,0,2,744,0
7452_01,1,1,433,2,48,0,0,0,0,0,0,2491,1
7452_02,1,0,433,0,26,0,286,3387,575,213,548,5647,1
7452_03,1,1,433,0,36,0,0,0,0,311,0,96,1
7453_01,1,1,870,0,27,0,0,0,0,0,0,126,1
7455_01,1,0,120,0,41,0,0,1616,0,758,400,5934,1
7456_01,0,1,4865,2,21,0,0,0,0,0,0,8407,1
7457_01,2,0,1983,2,71,0,1243,0,5,16,34,6963,0
7458_01,0,1,4866,2,64,0,0,0,0,0,0,3004,0
7459_01,1,0,434,2,33,0,0,397,0,1249,845,5497,0
7460_01,0,0,2971,0,24,0,786,0,0,309,0,4901,1
7461_01,1,1,1215,2,35,0,0,0,0,0,0,8432,1
7462_01,0,1,4859,1,13,0,0,0,0,0,0,3882,1
7464_01,0,1,4860,2,11,0,0,0,0,0,0,5208,1
7472_01,2,1,2802,2,29,0,0,0,0,0,305,414,1
7475_01,2,1,2974,2,43,0,0,0,0,0,0,6382,1
7475_02,2,1,2974,2,36,0,0,0,0,0,0,4963,1
7477_01,0,0,2976,1,22,0,27,0,0,663,0,4348,0
7478_01,1,0,871,2,56,0,0,5711,0,0,50,5594,1
7479_01,2,1,2805,2,34,0,0,0,0,0,0,5754,1
7481_01,0,0,4869,2,46,0,0,0,1,0,1778,2108,0
7483_01,2,0,1966,1,43,0,244,0,358,160,800,8301,1
7484_01,0,0,4862,0,25,0,0,1435,0,0,0,1914,1
7485_01,1,0,6156,2,26,0,36,2285,0,2287,159,1130,0
7486_01,0,0,4864,0,14,0,0,184,16,1234,0,4607,0
7487_01,0,0,4871,2,63,0,174,282,321,8,0,4237,1
7488_01,2,0,1968,2,29,0,558,0,386,355,0,6314,0
7488_02,2,1,1968,1,45,0,0,0,0,0,0,1851,1
7490_01,0,1,4873,2,15,0,0,0,0,311,0,3547,1
7492_01,2,0,1216,2,19,0,193,0,2956,0,0,1209,1
7494_01,0,0,1970,2,53,0,2,794,425,0,397,5219,0
7495_01,2,0,2810,2,45,0,2,36,1110,9,0,8242,0
7496_01,1,0,873,0,41,0,0,2383,0,2,97,779,1
7498_01,2,0,2981,2,68,1,523,0,859,201,782,6097,0
7498_02,2,1,2981,2,5,0,0,0,0,0,0,1239,1
7498_03,2,0,2981,2,27,1,30,0,910,0,0,989,1
7499_01,0,0,2982,0,20,0,30,132,1121,0,0,2782,1
7500_01,0,0,2812,2,54,1,1770,7,228,0,0,7400,0
7501_01,0,0,2814,2,18,0,0,0,0,484,320,3836,0
7502_01,1,0,818,0,45,0,66,5974,0,0,625,3224,1
7503_01,1,1,435,2,26,0,225,0,0,0,0,25,1
7503_02,1,0,435,2,37,0,1577,11396,0,1014,560,2049,1
7504_01,0,0,2983,2,30,0,0,2,0,690,86,414,0
7505_01,2,0,2985,2,51,1,511,0,291,4212,0,7259,0
7505_02,2,1,2985,2,3,0,0,0,0,0,0,3943,1
7505_03,2,1,2985,2,3,0,0,0,0,0,0,5721,1
7506_01,0,0,2987,2,19,0,2110,0,0,0,1,1173,0
7507_01,0,0,1986,2,19,0,0,789,0,0,0,5369,0
7507_02,0,0,1986,2,6,0,0,0,0,0,0,4407,1
7507_03,0,0,1986,0,4,0,0,0,0,0,0,3977,1
7508_01,1,0,437,2,23,0,3580,564,103,311,90,116,0
7509_01,0,0,2815,2,37,0,1442,4,0,3,0,3847,0
7510_01,2,0,2817,0,18,0,1092,0,208,150,0,6128,0
7512_01,0,0,2819,1,29,0,5,598,174,0,0,1403,0
7513_01,0,0,1972,2,25,0,0,779,0,2,6,5385,0
7514_01,0,0,2988,2,52,0,0,0,47,2059,0,2984,0
7515_01,2,1,2820,2,24,0,0,0,0,0,305,5699,0
7515_02,2,0,2820,2,0,0,0,0,174,0,0,6501,1
7517_01,0,0,2990,1,25,0,15,3,0,635,0,5216,0
7518_01,1,1,376,2,26,0,0,0,0,0,0,40,1
7518_02,1,0,376,1,32,1,2502,700,1104,13902,484,881,0
7520_01,0,0,2993,2,58,0,1366,257,0,0,311,2574,0
7521_01,0,0,2996,2,44,0,657,0,103,0,394,3714,0
7522_01,0,0,4867,2,41,0,0,0,0,0,908,3722,0
7523_01,0,0,4875,2,24,0,0,0,643,167,0,937,1
7524_01,0,1,4868,2,41,0,0,0,0,0,0,1892,1
7524_02,0,1,4868,1,23,0,0,0,0,0,0,1389,1
7525_01,1,0,875,2,27,0,390,1377,0,2809,4914,1469,0
7525_02,1,1,875,0,61,0,0,0,0,0,0,3275,1
7527_01,0,0,2998,2,18,0,0,732,2,13,47,2700,1
7529_01,0,1,4877,2,18,0,0,0,0,0,0,3731,1
7531_01,1,1,440,2,29,0,0,0,0,0,0,2622,1
7531_02,1,1,440,0,15,0,0,0,0,0,0,101,1
7533_01,0,0,4879,0,12,0,0,0,0,0,0,7650,1
7534_01,0,0,2822,1,40,0,420,0,345,1,0,5244,0
7535_01,0,0,3000,2,19,0,122,2,0,480,565,63,1
7536_01,2,1,2825,2,18,0,0,0,0,0,0,6845,1
7538_01,1,0,122,2,48,1,313,2864,0,0,12424,27,0
7538_02,1,0,122,0,37,0,18,2669,0,1229,305,5305,0
7542_01,0,0,2826,2,35,0,4,53,0,0,844,3169,0
7543_01,0,0,3001,2,29,0,0,0,702,0,56,6146,0
7544_01,0,0,1991,2,54,0,118,0,0,669,0,4207,0
7545_01,0,1,4881,2,29,0,0,0,0,0,0,4212,0
7549_01,0,0,1974,2,22,0,0,19,1468,2,119,1144,1
7550_01,0,1,4870,1,18,0,0,0,0,0,0,2128,1
7552_01,0,0,1976,2,26,0,0,652,97,43,0,4155,1
7553_01,0,0,2828,1,19,0,10,24,0,0,565,8090,0
7559_01,0,0,3005,2,22,0,0,0,441,0,423,7217,0
7560_01,1,0,821,2,17,0,0,0,0,0,0,6385,1
7561_01,0,0,2829,2,18,0,388,182,0,66,140,414,0
7563_01,2,1,3008,0,39,0,0,0,0,0,0,414,1
7565_01,1,0,377,2,37,0,2,7272,0,50,1282,8429,1
7565_02,1,1,377,0,17,0,0,0,174,0,0,7624,1
7565_03,1,0,377,0,25,0,0,772,0,125,5913,5396,0
7565_04,1,0,377,2,9,0,0,0,0,0,0,390,1
7567_01,0,1,4884,0,15,0,0,0,0,0,0,5173,0
7568_01,0,0,3010,2,19,0,380,0,416,0,8,5634,0
7569_01,2,0,1979,2,18,0,3591,0,158,0,120,3199,0
7569_02,2,0,1235,2,50,1,828,0,572,1367,0,6036,0
7572_01,0,1,4885,2,14,0,0,0,0,0,0,1183,0
7573_01,0,1,4872,1,19,0,0,0,0,0,0,7615,0
7574_01,1,1,442,0,33,0,0,0,0,0,0,6000,1
7576_01,1,0,1237,2,23,0,30,2237,1,49,52,5513,1
7576_02,1,0,1237,2,39,0,2,530,0,311,1360,7122,0
7577_01,0,0,1993,1,14,0,80,130,0,1323,0,3285,0
7578_01,0,0,3011,0,14,0,653,0,4,0,0,4004,0
7579_01,0,0,4887,1,45,0,1,7,56,613,0,8313,1
7580_01,0,1,4891,2,22,0,0,0,0,0,0,1172,1
